Id,joy,positive,sadness,negative,anger,anticipation,fear,trust,disgust,surprise,cluster_label
v4KXWsMw8Fc,0.6923076923076924,0.9999999999999999,0.5384615384615384,0.46153846153846156,0.11538461538461536,0.15384615384615383,0.11538461538461536,0.19230769230769232,0.0,0.0,3
NgGJaXDC0wU,0.9375,1.0000000000000002,0.1875,0.0,0.0,0.4375,0.1875,0.8125000000000001,0.0,0.0,3
mLW35YMzELE,0.16666666666666669,1.0,0.5,0.0,0.8333333333333335,0.0,0.8333333333333335,0.16666666666666669,0.0,0.0,3
BxPhT3mVVQw,0.7024390243902439,1.0,0.521951219512195,0.04390243902439024,0.0,0.14634146341463414,0.004878048780487802,0.17560975609756097,0.0,0.06341463414634145,3
h8Cq1BwdTsg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
HS90wEvaQE8,0.7272727272727273,1.0,0.22727272727272732,0.1818181818181818,0.09090909090909091,0.36363636363636365,0.0,0.31818181818181823,0.0,0.04545454545454547,3
g8_btpNJZoI,0.6900000000000001,1.0,0.37,0.08,0.0,0.25,0.02,0.24000000000000002,0.0,0.09000000000000001,3
aS2N4y3d5Yc,0.5757575757575757,1.0,0.3333333333333333,0.0303030303030303,0.0303030303030303,0.303030303030303,0.060606060606060594,0.6060606060606061,0.0,0.060606060606060594,3
narFtb5tdTQ,0.28571428571428575,1.0,0.04761904761904763,0.0,0.0,0.33333333333333337,0.0,0.6666666666666667,0.0,0.0,3
4RDP-LZoNmU,0.8124999999999999,1.0,0.6874999999999999,0.12499999999999999,0.12499999999999999,0.18749999999999994,0.0,0.062499999999999986,0.0,0.0,3
vMxYL4Cj85Y,0.5384615384615384,1.0,0.3846153846153846,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,0.15384615384615385,3
XXYlFuWEuKI,0.5277777777777778,1.0000000000000002,0.3055555555555555,0.27777777777777773,0.0,0.25,0.05555555555555555,0.6111111111111112,0.0,0.08333333333333333,3
EN89ISjtwVw,0.7058823529411765,1.0,0.11764705882352942,0.23529411764705882,0.0,0.7058823529411765,0.058823529411764705,0.5882352941176471,0.0,0.0,3
JJq34sWY4GY,0.6831683168316831,0.9999999999999998,0.3663366336633663,0.059405940594059396,0.0,0.2475247524752475,0.0198019801980198,0.2277227722772277,0.0,0.0891089108910891,3
KQwvYvwI3_c,0.59375,1.0,0.46875,0.0,0.0,0.125,0.0,0.15625,0.0,0.03125,3
dNt1QR1ecuM,0.5,1.0,0.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,3
u0BhX3tCzAY,1.0,1.0,0.33333333333333337,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,0.0,3
