Id,joy,positive,sadness,negative,anger,anticipation,fear,trust,disgust,surprise,cluster_label
UCZt3eNQbRX247QHtOflcsXg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
9IEjpEnelvo,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2
IYCTk-PhGw0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
JnBmLi9hpFI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
YzRvDoXL6q0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
Yr_zN-zPTiw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
DCOmW-s-Aqg,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,2
8VGCQI3-j5A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2
v--LDdYGzDA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
S-B30QlAvDQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
ZwlCSxB90h8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
UpRJNnj68uU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
wa2W9fCQm3U,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
y5Gr4c5CNoE,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
vr-8_7KatPg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
7jbO8ToJTko,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
C0_hkesZ1Xk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
wvvWJ1rsaEM,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2
KvcJjMJNoGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
04beo9zMiHg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
YU79_3gIBO0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
zgL9HrVhugk,0.0,0.0,0.4999999999999999,0.9999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,2
