Id,joy,positive,sadness,negative,anger,anticipation,fear,trust,disgust,surprise,cluster_label
3cbnNwxtUUA,0.1379310344827586,0.20689655172413793,0.20689655172413793,0.9999999999999999,0.06896551724137931,0.0,0.8620689655172413,0.0,0.03448275862068967,0.7586206896551724,2
t_4ob8SB2UI,0.6097560975609756,1.0,0.4878048780487805,0.8048780487804879,0.36585365853658536,0.5609756097560976,0.24390243902439027,0.5365853658536586,0.0,0.04878048780487804,2
pRpeEdMmmQ0,0.33333333333333337,0.6666666666666666,0.8333333333333334,0.8333333333333334,0.16666666666666666,0.9999999999999999,0.33333333333333337,0.6666666666666666,0.0,0.0,2
36vjwGx-Vzc,0.0,0.2222222222222223,0.11111111111111113,1.0,0.11111111111111113,0.0,0.11111111111111113,0.0,0.11111111111111113,0.8888888888888891,2
CvA8dbVXZ-I,0.6428571428571428,1.0,0.5,0.6428571428571428,0.5,0.07142857142857142,0.0,0.0,0.0,0.0,2
dy90tA3TT1c,0.6666666666666667,1.0,0.6666666666666667,0.6666666666666667,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,2
gQlMMD8auMs,0.08333333333333333,0.4583333333333333,0.16666666666666669,1.0,0.7083333333333335,0.0,0.8750000000000001,0.08333333333333333,0.5833333333333334,0.08333333333333333,2
L3wKzyIN1yk,0.24242424242424243,1.0,0.393939393939394,0.8787878787878787,0.5151515151515151,0.30303030303030304,0.18181818181818182,0.7272727272727273,0.5454545454545454,0.0,2
r4wbdKmM3bQ,0.4166666666666667,0.9999999999999999,0.9999999999999999,0.9166666666666666,0.3333333333333333,0.25,0.9999999999999999,0.49999999999999994,0.3333333333333333,0.0,2
MoN9ql6Yymw,0.4814814814814815,0.9999999999999999,0.8148148148148148,0.8518518518518519,0.6296296296296297,0.5185185185185185,0.6296296296296297,0.2962962962962963,0.6296296296296297,0.0,2
Yr2Nq-7mQoY,0.08333333333333333,0.4583333333333333,0.20833333333333337,0.9999999999999999,0.37500000000000006,0.0,0.4583333333333333,0.04166666666666667,0.04166666666666667,0.2916666666666667,2
