Id,joy,positive,sadness,negative,anger,anticipation,fear,trust,disgust,surprise,cluster_label
v4KXWsMw8Fc,0.6923076923076924,0.9999999999999999,0.5384615384615384,0.46153846153846156,0.11538461538461536,0.15384615384615383,0.11538461538461536,0.19230769230769232,0.0,0.0,0
NgGJaXDC0wU,0.9375,1.0000000000000002,0.1875,0.0,0.0,0.4375,0.1875,0.8125000000000001,0.0,0.0,0
BxPhT3mVVQw,0.7024390243902439,1.0,0.521951219512195,0.04390243902439024,0.0,0.14634146341463414,0.004878048780487802,0.17560975609756097,0.0,0.06341463414634145,0
h8Cq1BwdTsg,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HS90wEvaQE8,0.7272727272727273,1.0,0.22727272727272732,0.1818181818181818,0.09090909090909091,0.36363636363636365,0.0,0.31818181818181823,0.0,0.04545454545454547,0
g8_btpNJZoI,0.6900000000000001,1.0,0.37,0.08,0.0,0.25,0.02,0.24000000000000002,0.0,0.09000000000000001,0
aS2N4y3d5Yc,0.5757575757575757,1.0,0.3333333333333333,0.0303030303030303,0.0303030303030303,0.303030303030303,0.060606060606060594,0.6060606060606061,0.0,0.060606060606060594,0
narFtb5tdTQ,0.28571428571428575,1.0,0.04761904761904763,0.0,0.0,0.33333333333333337,0.0,0.6666666666666667,0.0,0.0,0
4RDP-LZoNmU,0.8124999999999999,1.0,0.6874999999999999,0.12499999999999999,0.12499999999999999,0.18749999999999994,0.0,0.062499999999999986,0.0,0.0,0
vMxYL4Cj85Y,0.5384615384615384,1.0,0.3846153846153846,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,0.15384615384615385,0
XXYlFuWEuKI,0.5277777777777778,1.0000000000000002,0.3055555555555555,0.27777777777777773,0.0,0.25,0.05555555555555555,0.6111111111111112,0.0,0.08333333333333333,0
EN89ISjtwVw,0.7058823529411765,1.0,0.11764705882352942,0.23529411764705882,0.0,0.7058823529411765,0.058823529411764705,0.5882352941176471,0.0,0.0,0
JJq34sWY4GY,0.6831683168316831,0.9999999999999998,0.3663366336633663,0.059405940594059396,0.0,0.2475247524752475,0.0198019801980198,0.2277227722772277,0.0,0.0891089108910891,0
KQwvYvwI3_c,0.59375,1.0,0.46875,0.0,0.0,0.125,0.0,0.15625,0.0,0.03125,0
dNt1QR1ecuM,0.5,1.0,0.25,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0
u0BhX3tCzAY,1.0,1.0,0.33333333333333337,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,0.0,0
zfnnZKjxM5s,0.6190476190476191,1.0,0.28571428571428575,0.23809523809523808,0.047619047619047644,0.33333333333333337,0.047619047619047644,0.28571428571428575,0.0,0.0,0
astISOttCQ0,0.25925925925925936,0.7777777777777779,0.0,0.4074074074074075,0.3333333333333334,0.22222222222222227,0.29629629629629634,1.0000000000000002,0.0,0.48148148148148157,0
-wp98L1wAPY,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
RvhMrB11emk,0.30000000000000004,1.0,0.4,0.19999999999999998,0.0,0.0,0.0,0.19999999999999998,0.0,0.0,0
hlWiI4xVXKY,0.639344262295082,1.0,0.4098360655737705,0.0,0.0,0.22950819672131154,0.0,0.16393442622950824,0.0,0.09836065573770494,0
BoZ0Zwab6Oc,0.5555555555555556,0.7777777777777778,0.33333333333333337,0.0,0.0,0.0,1.0,0.4444444444444445,0.0,0.0,0
KJYDvyVv4EA,0.4615384615384616,1.0000000000000002,0.30769230769230776,0.07692307692307693,0.07692307692307693,0.23076923076923078,0.0,0.15384615384615388,0.0,0.0,0
7kdlP8h13cM,0.9333333333333333,1.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
QSWYyoF79oE,0.5833333333333333,0.9999999999999999,0.16666666666666663,0.08333333333333333,0.08333333333333333,0.16666666666666663,0.0,0.6666666666666665,0.0,0.0,0
hAQcodpwsIA,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
pkCyfBibIbI,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.33333333333333337,0.0,1.0,0.0,0.0,0
YfgO5fo1_xY,0.3928571428571429,0.9999999999999999,0.35714285714285715,0.07142857142857144,0.0,0.10714285714285714,0.0,0.1785714285714286,0.0,0.0,0
CvA8dbVXZ-I,0.6428571428571428,1.0,0.5,0.6428571428571428,0.5,0.07142857142857142,0.0,0.0,0.0,0.0,0
IwBkiuA9PjM,0.6956521739130436,1.0,0.6304347826086958,0.19565217391304346,0.04347826086956523,0.34782608695652173,0.13043478260869568,0.2608695652173913,0.0,0.08695652173913042,0
ZIQ_mc16Xdo,0.7428571428571429,1.0000000000000002,0.6285714285714287,0.4,0.028571428571428574,0.37142857142857144,0.34285714285714286,0.2571428571428572,0.0,0.08571428571428572,0
z70m6F8ht-E,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3ni7qflqZ-w,0.4583333333333334,0.8333333333333333,0.125,0.125,0.25000000000000006,0.125,0.0,1.0,0.25000000000000006,0.16666666666666669,0
l446hUqQ7GY,0.5555555555555555,0.9999999999999999,0.44444444444444436,0.0,0.0,0.0,0.0,0.33333333333333326,0.0,0.0,0
RrpZi-Piay8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7-5D-f3KxhE,0.5818181818181819,1.0000000000000002,0.38181818181818183,0.07272727272727272,0.018181818181818184,0.16363636363636364,0.018181818181818184,0.2363636363636364,0.0,0.1090909090909091,0
9VBuaTwfbkM,0.4375,1.0,0.3125,0.0625,0.0625,0.1875,0.0,0.125,0.0,0.0,0
